http.response	ip.src	ip.dst	tcp.srcport	tcp.dstport	tcp.nxtseq	tcp.ack	http.host	http.request.uri	http.request.method	http.content_type	http.content_length	http.cookie	http.referer	http.user_agent	http.response.code	http.date
"1"	"110.242.68.247"	"192.168.81.138"	"80"	"62268"	"336"	"1349"				"image/gif"	"43"				"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
	"192.168.81.138"	"153.3.236.50"	"62272"	"80"	"1303"	"1"	"news.baidu.com"	"/"	"GET"			"BAIDUID=D829DFA956E24DF54B0755B0D118AEEA:FG=1; BIDUPSID=D829DFA956E24DF54B0755B0D118AEEA; PSTM=1628761294; BA_HECTOR=2l21a1ah8l0k052hr81gk8na00r; H_PS_PSSID=34646_34068_31660_34553_33848_34585_34518_26350_34502_34415_34557_34691_34679; BDORZ=B490B5EBF6F3CD402E515D22BCDA1598; BDRCVFR[PGnakqNNAQT]=mk3SLVN4HKm; delPer=0; PSINO=2; BCLID=7103939770360229201; BDSFRCVID=EhkOJeC62rpVBhQHOb8ThFuYrmDVcvnTH6f3HwlU8Fn5FYPRXg5NEG0P8U8g0KubwqBlogKK0mOTHv-F_2uxOjjg8UtVJeC6EG0Ptf8g0f5; H_BDCLCKID_SF=tb4JoD0MfCL3DbjkMboHKbOH-UnLq-vt02OZ0l8KtJ6FMUKwjx7c-l0F-4-DBfo-WgJO2MbmWIQHDpn6hh_WQ460QRrTQqvMJmo4KKJxfpCWeIJo5t5bKfDjhUJiB5OLBan7Lj6IXKohJh7FM4tW3J0ZyxomtfQxtNRJ0DnjtnLhbC8xj5KbD5cBeUvK2tvtK6RjsJOOaCvpjbvOy4oTj6DXKbjGapo7BKuO-nnIbxTKDqbK-nj_3MvBbGb7--7PfgcX_lQwLUoieI58Qft205kAeMtjBbQab56GWn7jWhk2Dq72ybDVQlRX5q79atTMfNTJ-qcH0KQpsIJM5-DWbT8EjH62btt_JRkjoCQP; BDRCVFR[En8y-vz8WAT]=9xWipS8B-FspA7EnHc1QhPEUf"	"http://www.hao123.com/link/v3/?key=pZwYTjCEQv4-ILn8mh7GuZR8mvqVQs%3D%3D&pageid=hao123-pcbdhz-news&monkey=m-pcbdhz-news&title=news.baidu"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"153.3.236.50"	"192.168.81.138"	"80"	"62272"	"22740"	"1303"				"text/html;charset=utf-8"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
	"192.168.81.138"	"111.206.76.31"	"62275"	"80"	"357"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/js/jquery-1.8.3.min_a6ffa58.js"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62279"	"80"	"380"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/sidebar/newErweima_9fa03e0.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62277"	"80"	"364"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/module_static_include/module_static_include_03971ae.css"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62276"	"80"	"369"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/resource/js/usermonitor_88a158c.js?v=1.2"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62278"	"80"	"336"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/focustop/focustop_415cfee.css"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62286"	"80"	"347"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/lib/mod_b818356.js"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62285"	"80"	"379"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/footer/newErweima_9fa03e0.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"101.72.249.35"	"62284"	"80"	"323"	"1"	"news-bos.cdn.bcebos.com"	"/mvideo/pcconf_2019.js?1631870300114"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62287"	"80"	"355"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/focustop/focustop_b924ecb.js"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62289"	"80"	"383"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/module_static_include/module_static_include_5309ae3.js"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62288"	"80"	"389"	"1"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/framework_static_include/framework_static_include_aa59e0d.js"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62277"	"10892"	"364"				"text/css"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62276"	"1541"	"369"				"application/x-javascript"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62278"	"10115"	"336"				"text/css"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62286"	"1136"	"347"				"application/x-javascript"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62275"	"35043"	"357"				"application/x-javascript"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62288"	"31608"	"389"				"application/x-javascript"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62279"	"39454"	"380"				"image/png"	"39038"				"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62285"	"39455"	"379"				"image/png"	"39038"				"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62289"	"124269"	"383"				"application/x-javascript"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"101.72.249.35"	"192.168.81.138"	"80"	"62284"	"1712"	"323"				"application/javascript"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
	"192.168.81.138"	"101.72.249.35"	"62284"	"80"	"625"	"1712"	"news-bos.cdn.bcebos.com"	"/mvideo/temp.css?radom=1631870300295"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62287"	"9728"	"355"				"application/x-javascript"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
"1"	"101.72.249.35"	"192.168.81.138"	"80"	"62284"	"2746"	"625"				"text/css"					"200"	"Fri, 17 Sep 2021 09:18:20 GMT"
	"192.168.81.138"	"111.206.76.48"	"62293"	"80"	"319"	"1"	"fex.bdstatic.com"	"/hunter/alog/alog.min.js?v=-18888-18888"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"111.206.76.48"	"192.168.81.138"	"80"	"62293"	"2677"	"319"				"application/x-javascript"					"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
	"192.168.81.138"	"153.3.236.50"	"62271"	"80"	"1278"	"1"	"news.baidu.com"	"/widget?id=LocalNews&ajax=json&t=1631870300659"	"GET"			"BAIDUID=D829DFA956E24DF54B0755B0D118AEEA:FG=1; BIDUPSID=D829DFA956E24DF54B0755B0D118AEEA; PSTM=1628761294; BA_HECTOR=2l21a1ah8l0k052hr81gk8na00r; H_PS_PSSID=34646_34068_31660_34553_33848_34585_34518_26350_34502_34415_34557_34691_34679; BDORZ=B490B5EBF6F3CD402E515D22BCDA1598; BDRCVFR[PGnakqNNAQT]=mk3SLVN4HKm; delPer=0; PSINO=2; BCLID=7103939770360229201; BDSFRCVID=EhkOJeC62rpVBhQHOb8ThFuYrmDVcvnTH6f3HwlU8Fn5FYPRXg5NEG0P8U8g0KubwqBlogKK0mOTHv-F_2uxOjjg8UtVJeC6EG0Ptf8g0f5; H_BDCLCKID_SF=tb4JoD0MfCL3DbjkMboHKbOH-UnLq-vt02OZ0l8KtJ6FMUKwjx7c-l0F-4-DBfo-WgJO2MbmWIQHDpn6hh_WQ460QRrTQqvMJmo4KKJxfpCWeIJo5t5bKfDjhUJiB5OLBan7Lj6IXKohJh7FM4tW3J0ZyxomtfQxtNRJ0DnjtnLhbC8xj5KbD5cBeUvK2tvtK6RjsJOOaCvpjbvOy4oTj6DXKbjGapo7BKuO-nnIbxTKDqbK-nj_3MvBbGb7--7PfgcX_lQwLUoieI58Qft205kAeMtjBbQab56GWn7jWhk2Dq72ybDVQlRX5q79atTMfNTJ-qcH0KQpsIJM5-DWbT8EjH62btt_JRkjoCQP; BDRCVFR[En8y-vz8WAT]=9xWipS8B-FspA7EnHc1QhPEUf"	"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"153.3.236.50"	"62272"	"80"	"2568"	"22740"	"news.baidu.com"	"/nocache/mp/b.jpg?cmd=1&class=technnews&cy=0&0.12366804651160445"	"GET"			"BAIDUID=D829DFA956E24DF54B0755B0D118AEEA:FG=1; BIDUPSID=D829DFA956E24DF54B0755B0D118AEEA; PSTM=1628761294; BA_HECTOR=2l21a1ah8l0k052hr81gk8na00r; H_PS_PSSID=34646_34068_31660_34553_33848_34585_34518_26350_34502_34415_34557_34691_34679; BDORZ=B490B5EBF6F3CD402E515D22BCDA1598; BDRCVFR[PGnakqNNAQT]=mk3SLVN4HKm; delPer=0; PSINO=2; BCLID=7103939770360229201; BDSFRCVID=EhkOJeC62rpVBhQHOb8ThFuYrmDVcvnTH6f3HwlU8Fn5FYPRXg5NEG0P8U8g0KubwqBlogKK0mOTHv-F_2uxOjjg8UtVJeC6EG0Ptf8g0f5; H_BDCLCKID_SF=tb4JoD0MfCL3DbjkMboHKbOH-UnLq-vt02OZ0l8KtJ6FMUKwjx7c-l0F-4-DBfo-WgJO2MbmWIQHDpn6hh_WQ460QRrTQqvMJmo4KKJxfpCWeIJo5t5bKfDjhUJiB5OLBan7Lj6IXKohJh7FM4tW3J0ZyxomtfQxtNRJ0DnjtnLhbC8xj5KbD5cBeUvK2tvtK6RjsJOOaCvpjbvOy4oTj6DXKbjGapo7BKuO-nnIbxTKDqbK-nj_3MvBbGb7--7PfgcX_lQwLUoieI58Qft205kAeMtjBbQab56GWn7jWhk2Dq72ybDVQlRX5q79atTMfNTJ-qcH0KQpsIJM5-DWbT8EjH62btt_JRkjoCQP; BDRCVFR[En8y-vz8WAT]=9xWipS8B-FspA7EnHc1QhPEUf"	"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62294"	"80"	"400"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/0cf05ddfe5baed9ec7694a90d9ea1f6d.jpeg?x-bce-process=image/crop,x_0,y_0,w_1024,h_557"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62300"	"80"	"399"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/82f93283d194778413ff6fa575bf3d90.jpeg?x-bce-process=image/crop,x_0,y_0,w_968,h_526"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62295"	"80"	"399"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/20bfebd2e81d86cffa9a46d81d464f0f.jpeg?x-bce-process=image/crop,x_0,y_0,w_852,h_463"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62298"	"80"	"399"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/57516cede5e7aed1c0adfa25fdfe8832.jpeg?x-bce-process=image/crop,x_0,y_0,w_700,h_381"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62297"	"80"	"399"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/9036bb01440867c4f608ff485d897895.jpeg?x-bce-process=image/crop,x_0,y_0,w_665,h_362"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62299"	"80"	"399"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/06390d50a35202dadbc648f47575b9a9.jpeg?x-bce-process=image/crop,x_0,y_0,w_665,h_362"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62301"	"80"	"399"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/88f2a450edb5efd98d3aa72207cb7369.jpeg?x-bce-process=image/crop,x_0,y_0,w_665,h_362"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"218.68.136.35"	"62302"	"80"	"400"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/8d43652511eb1c82d96409e39479e886.jpeg?x-bce-process=image/crop,x_0,y_0,w_1000,h_544"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.209.249"	"62304"	"80"	"1344"	"1"	"hm.baidu.com"	"/h.js?e9e114d958ea263de46e080563e254c4"	"GET"			"BAIDUID=D829DFA956E24DF54B0755B0D118AEEA:FG=1; BIDUPSID=D829DFA956E24DF54B0755B0D118AEEA; PSTM=1628761294; BA_HECTOR=2l21a1ah8l0k052hr81gk8na00r; H_PS_PSSID=34646_34068_31660_34553_33848_34585_34518_26350_34502_34415_34557_34691_34679; BDORZ=B490B5EBF6F3CD402E515D22BCDA1598; BDRCVFR[PGnakqNNAQT]=mk3SLVN4HKm; delPer=0; PSINO=2; BCLID=7103939770360229201; BDSFRCVID=EhkOJeC62rpVBhQHOb8ThFuYrmDVcvnTH6f3HwlU8Fn5FYPRXg5NEG0P8U8g0KubwqBlogKK0mOTHv-F_2uxOjjg8UtVJeC6EG0Ptf8g0f5; H_BDCLCKID_SF=tb4JoD0MfCL3DbjkMboHKbOH-UnLq-vt02OZ0l8KtJ6FMUKwjx7c-l0F-4-DBfo-WgJO2MbmWIQHDpn6hh_WQ460QRrTQqvMJmo4KKJxfpCWeIJo5t5bKfDjhUJiB5OLBan7Lj6IXKohJh7FM4tW3J0ZyxomtfQxtNRJ0DnjtnLhbC8xj5KbD5cBeUvK2tvtK6RjsJOOaCvpjbvOy4oTj6DXKbjGapo7BKuO-nnIbxTKDqbK-nj_3MvBbGb7--7PfgcX_lQwLUoieI58Qft205kAeMtjBbQab56GWn7jWhk2Dq72ybDVQlRX5q79atTMfNTJ-qcH0KQpsIJM5-DWbT8EjH62btt_JRkjoCQP; BDRCVFR[En8y-vz8WAT]=9xWipS8B-FspA7EnHc1QhPEUf; HMACCOUNT=CF969045E95328DA; HMVT=22661fc940aadd927d385f4a67892bc3|1631870215|1fc983b4c305d209e7e05d96e713939f|1631869187|"	"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62277"	"80"	"742"	"10892"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/navbar/icon-index_20aa3cd.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62276"	"80"	"748"	"1541"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/navbar/icon-slogan_775e246.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62278"	"80"	"722"	"10115"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/mod_headline_tab/icon-login_a86b653.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62286"	"80"	"712"	"1136"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/top_bg_3e2d110.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62275"	"80"	"738"	"35043"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/carousel/icon-carousel_b4b1d29.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62279"	"80"	"756"	"39454"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/carousel/icon-dot_48178cf.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62288"	"80"	"775"	"31608"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/carousel/bg_19da_xinjingjie_029074f.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62285"	"80"	"747"	"39455"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/icon-mark_775fa74.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"153.3.236.50"	"192.168.81.138"	"80"	"62272"	"22888"	"2568"				"text/plain; charset=utf-8"	"0"				"500"	"Fri, 17 Sep 2021 09:18:21 GMT"
	"192.168.81.138"	"111.206.76.31"	"62289"	"80"	"752"	"124269"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/arrow-down_88161d2.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62287"	"80"	"723"	"9728"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/news/img/btn-close_d29f3c7.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"153.3.236.50"	"62272"	"80"	"3822"	"22888"	"news.baidu.com"	"/widget?ajax=json&id=ad"	"GET"			"BAIDUID=D829DFA956E24DF54B0755B0D118AEEA:FG=1; BIDUPSID=D829DFA956E24DF54B0755B0D118AEEA; PSTM=1628761294; BA_HECTOR=2l21a1ah8l0k052hr81gk8na00r; H_PS_PSSID=34646_34068_31660_34553_33848_34585_34518_26350_34502_34415_34557_34691_34679; BDORZ=B490B5EBF6F3CD402E515D22BCDA1598; BDRCVFR[PGnakqNNAQT]=mk3SLVN4HKm; delPer=0; PSINO=2; BCLID=7103939770360229201; BDSFRCVID=EhkOJeC62rpVBhQHOb8ThFuYrmDVcvnTH6f3HwlU8Fn5FYPRXg5NEG0P8U8g0KubwqBlogKK0mOTHv-F_2uxOjjg8UtVJeC6EG0Ptf8g0f5; H_BDCLCKID_SF=tb4JoD0MfCL3DbjkMboHKbOH-UnLq-vt02OZ0l8KtJ6FMUKwjx7c-l0F-4-DBfo-WgJO2MbmWIQHDpn6hh_WQ460QRrTQqvMJmo4KKJxfpCWeIJo5t5bKfDjhUJiB5OLBan7Lj6IXKohJh7FM4tW3J0ZyxomtfQxtNRJ0DnjtnLhbC8xj5KbD5cBeUvK2tvtK6RjsJOOaCvpjbvOy4oTj6DXKbjGapo7BKuO-nnIbxTKDqbK-nj_3MvBbGb7--7PfgcX_lQwLUoieI58Qft205kAeMtjBbQab56GWn7jWhk2Dq72ybDVQlRX5q79atTMfNTJ-qcH0KQpsIJM5-DWbT8EjH62btt_JRkjoCQP; BDRCVFR[En8y-vz8WAT]=9xWipS8B-FspA7EnHc1QhPEUf"	"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62277"	"12459"	"742"				"image/png"	"1154"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62279"	"41028"	"756"				"image/png"	"1161"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62289"	"125717"	"752"				"image/png"	"1033"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62276"	"4699"	"748"				"image/png"	"2743"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62278"	"15150"	"722"				"image/png"	"4621"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
	"192.168.81.138"	"111.206.76.31"	"62277"	"80"	"1117"	"12459"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/sidebar/roumer_033b02b.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62275"	"41345"	"738"				"image/png"	"5887"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
	"192.168.81.138"	"111.206.76.31"	"62279"	"80"	"1131"	"41028"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/sidebar/report_3c9a61f.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62289"	"80"	"1132"	"125717"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/sidebar/icon-merged_b8bc211.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62278"	"80"	"1107"	"15150"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/sidebar/icon-search-hide_5b8fa4e.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62276"	"80"	"1124"	"4699"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/footer/img/img1_94b0d60.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62286"	"6065"	"712"				"image/png"	"4514"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62285"	"40943"	"747"				"image/png"	"1074"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"111.206.209.249"	"192.168.81.138"	"80"	"62304"	"15557"	"1344"				"application/javascript"	"15044"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
	"192.168.81.138"	"111.206.76.31"	"62275"	"80"	"1114"	"41345"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/footer/img/img2_8b9d21a.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
	"192.168.81.138"	"111.206.76.31"	"62286"	"80"	"1088"	"6065"	"gss0.bdstatic.com"	"/5foIcy0a2gI2n2jgoY3K/static/fisp_static/common/img/footer/img/img3_c7effa7.png"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62287"	"11210"	"723"				"image/png"	"1069"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"153.3.236.50"	"192.168.81.138"	"80"	"62271"	"6511"	"1278"				"application/json;charset=utf-8"					"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
"1"	"111.206.76.31"	"192.168.81.138"	"80"	"62288"	"46167"	"775"				"image/png"	"14143"				"200"	"Fri, 17 Sep 2021 09:18:21 GMT"
	"192.168.81.138"	"218.68.136.35"	"62309"	"80"	"400"	"1"	"contentcms-bj.cdn.bcebos.com"	"/cmspic/406e821f59def46febe57dceaaf53ef6.jpeg?x-bce-process=image/crop,x_65,y_0,w_671,h_450"	"GET"				"http://news.baidu.com/"	"Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko"		
