frame.number,frame.time_delta_displayed,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len,dns.id,dns.flags.response,dns.flags.opcode,dns.qry.name,dns.qry.type,dns.a,dns.txt,dns.txt.length,dns.flags.rcode
"1032","0.348983000","192.168.81.2","192.168.81.139","53","64982","205","0x00002112","1","0","api.12ede1c04.2bb0a7b2.ns1.ssltestdomain.xyz","16",,"s442FT1Rs/1o6mfju3eI36N1AlYfA4zToKvvV6eRTsAW9+tCdpH9dXs8CbV6bSvnO2fws/pI53HYHl/duyXpPw==","88","0"
"1064","4.664784000","192.168.81.139","192.168.81.2","60034","53","90","0x000043ac","0","0","2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1065","0.036363000","192.168.81.2","192.168.81.139","53","60034","106","0x000043ac","1","0","2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1148","5.008492000","192.168.81.139","192.168.81.2","55972","53","90","0x00005d4e","0","0","2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1150","0.019021000","192.168.81.2","192.168.81.139","53","55972","106","0x00005d4e","1","0","2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1247","5.011536000","192.168.81.139","192.168.81.2","56380","53","90","0x000011fe","0","0","2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1248","0.028592000","192.168.81.2","192.168.81.139","53","56380","106","0x000011fe","1","0","2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1313","5.012812000","192.168.81.139","192.168.81.2","58074","53","90","0x0000edd8","0","0","2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1316","0.081904000","192.168.81.2","192.168.81.139","53","58074","106","0x0000edd8","1","0","2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1367","5.004925000","192.168.81.139","192.168.81.2","52587","53","90","0x00006206","0","0","2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1371","0.036920000","192.168.81.2","192.168.81.139","53","52587","106","0x00006206","1","0","2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.131",,,"0"
"1372","0.000965000","192.168.81.139","192.168.81.2","52029","53","104","0x000005da","0","0","api.055c37ca0.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1375","0.399489000","192.168.81.2","192.168.81.139","53","52029","120","0x000005da","1","0","api.055c37ca0.2bb0a7b2.ns2.ssltestdomain.xyz","1","0.0.0.0",,,"0"
"1395","5.011276000","192.168.81.139","192.168.81.2","50074","53","90","0x0000f474","0","0","2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1398","0.045615000","192.168.81.2","192.168.81.139","53","50074","106","0x0000f474","1","0","2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1422","5.019809000","192.168.81.139","192.168.81.2","57216","53","90","0x00007025","0","0","2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1423","0.038003000","192.168.81.2","192.168.81.139","53","57216","106","0x00007025","1","0","2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1490","5.001432000","192.168.81.139","192.168.81.2","59377","53","90","0x00004474","0","0","2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1493","0.041067000","192.168.81.2","192.168.81.139","53","59377","106","0x00004474","1","0","2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1532","5.011967000","192.168.81.139","192.168.81.2","52739","53","90","0x000016dd","0","0","2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1533","0.016764000","192.168.81.2","192.168.81.139","53","52739","106","0x000016dd","1","0","2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1578","5.008644000","192.168.81.139","192.168.81.2","55235","53","90","0x00001e6b","0","0","2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1581","0.046005000","192.168.81.2","192.168.81.139","53","55235","106","0x00001e6b","1","0","2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1630","5.022109000","192.168.81.139","192.168.81.2","54140","53","90","0x000003c2","0","0","2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1631","0.021006000","192.168.81.2","192.168.81.139","53","54140","106","0x000003c2","1","0","2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.131",,,"0"
"1632","0.001639000","192.168.81.139","192.168.81.2","52974","53","104","0x00009739","0","0","api.044ad4bcb.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1636","0.410808000","192.168.81.2","192.168.81.139","53","52974","120","0x00009739","1","0","api.044ad4bcb.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.65",,,"0"
"1637","0.001526000","192.168.81.139","192.168.81.2","60917","53","104","0x00003cd0","0","0","api.144ad4bcb.2bb0a7b2.ns2.ssltestdomain.xyz","16",,,,
"1655","0.226254000","192.168.81.2","192.168.81.139","53","60917","181","0x00003cd0","1","0","api.144ad4bcb.2bb0a7b2.ns2.ssltestdomain.xyz","16",,"DGlhY1okH9GmvXVroQbQ0B1o2vZ0pi0l3DwnUuXbIeNgPMKxisouHUMr/PCmmyGm","64","0"
"1656","0.004143000","192.168.81.139","192.168.81.2","59268","53","110","0x0000c1d8","0","0","post.1180.019104812.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1661","0.233187000","192.168.81.2","192.168.81.139","53","59268","126","0x0000c1d8","1","0","post.1180.019104812.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1662","0.001615000","192.168.81.139","192.168.81.2","62332","53","277","0x000045ee","0","0","post.3dc74cb3308365417ce6363aff1cfbddcb30dbc2a2de5926e312201c1.d9a4c9568c0d2cb56970c679f4b57da0d1e9ac45f9171103b740e863.16b5c25c3bda03532a84b8b2509abdac655001a6399474ab981b8545.119104812.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1665","0.240342000","192.168.81.2","192.168.81.139","53","62332","293","0x000045ee","1","0","post.3dc74cb3308365417ce6363aff1cfbddcb30dbc2a2de5926e312201c1.d9a4c9568c0d2cb56970c679f4b57da0d1e9ac45f9171103b740e863.16b5c25c3bda03532a84b8b2509abdac655001a6399474ab981b8545.119104812.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1666","0.002001000","192.168.81.139","192.168.81.2","51693","53","277","0x0000e69e","0","0","post.3d47e42078300b156db65014a9d618dec7a5ccf9bdf81b8b997752603.481e4c4e9e0b85046151c1273f96646c61b32948e8ebd10e62381df9.bd3a5c9f696942e4da9b138baacf4f5b9ac77ea05c43263a01f7c5b4.219104812.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1675","0.262152000","192.168.81.2","192.168.81.139","53","51693","293","0x0000e69e","1","0","post.3d47e42078300b156db65014a9d618dec7a5ccf9bdf81b8b997752603.481e4c4e9e0b85046151c1273f96646c61b32948e8ebd10e62381df9.bd3a5c9f696942e4da9b138baacf4f5b9ac77ea05c43263a01f7c5b4.219104812.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1676","0.001963000","192.168.81.139","192.168.81.2","61444","53","277","0x0000ee14","0","0","post.355bd5e850ed12c47221f771a5051691e41d29defdd0fad69503402c0.493fcdf1a96c80b3282cdab8d90fa4e639e42fd6c21efa8b6a2a54ca.1f3c7bb78dcd2e3dc0ab7b546c48bc05bdfafacd7db1ca6f9d996cde.319104812.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1681","0.263174000","192.168.81.2","192.168.81.139","53","61444","293","0x0000ee14","1","0","post.355bd5e850ed12c47221f771a5051691e41d29defdd0fad69503402c0.493fcdf1a96c80b3282cdab8d90fa4e639e42fd6c21efa8b6a2a54ca.1f3c7bb78dcd2e3dc0ab7b546c48bc05bdfafacd7db1ca6f9d996cde.319104812.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1682","0.001536000","192.168.81.139","192.168.81.2","63020","53","277","0x00005b19","0","0","post.35eaf86f1c7d3a72c126f18680da64dbe3a78c7f56962dc15e819c093.130c2eeccdd0315d283d5dd8fc044996b6ce12f9e59a6f5096b7c6b8.2e6c01b9bd6e1d987fbbae3bc3dc7b939b4f5337fae5db4e49cf8257.419104812.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1692","1.026296000","192.168.81.139","192.168.81.2","63020","53","277","0x00005b19","0","0","post.35eaf86f1c7d3a72c126f18680da64dbe3a78c7f56962dc15e819c093.130c2eeccdd0315d283d5dd8fc044996b6ce12f9e59a6f5096b7c6b8.2e6c01b9bd6e1d987fbbae3bc3dc7b939b4f5337fae5db4e49cf8257.419104812.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1696","0.034576000","192.168.81.2","192.168.81.139","53","63020","293","0x00005b19","1","0","post.35eaf86f1c7d3a72c126f18680da64dbe3a78c7f56962dc15e819c093.130c2eeccdd0315d283d5dd8fc044996b6ce12f9e59a6f5096b7c6b8.2e6c01b9bd6e1d987fbbae3bc3dc7b939b4f5337fae5db4e49cf8257.419104812.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1697","0.001824000","192.168.81.139","192.168.81.2","58808","53","204","0x0000f543","0","0","post.2cd6797b1ce87ca276e3581a161f026de10c74836ada78f50.a9d1073747daabb1abd3732d9aadcd6c00140af144ae153b.519104812.2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1700","0.259396000","192.168.81.2","192.168.81.139","53","58808","220","0x0000f543","1","0","post.2cd6797b1ce87ca276e3581a161f026de10c74836ada78f50.a9d1073747daabb1abd3732d9aadcd6c00140af144ae153b.519104812.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1723","1.939767000","192.168.81.2","192.168.81.139","53","63020","293","0x00005b19","1","0","post.35eaf86f1c7d3a72c126f18680da64dbe3a78c7f56962dc15e819c093.130c2eeccdd0315d283d5dd8fc044996b6ce12f9e59a6f5096b7c6b8.2e6c01b9bd6e1d987fbbae3bc3dc7b939b4f5337fae5db4e49cf8257.419104812.2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1764","3.080648000","192.168.81.139","192.168.81.2","53147","53","90","0x00003212","0","0","2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1765","0.040074000","192.168.81.2","192.168.81.139","53","53147","106","0x00003212","1","0","2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1796","5.019510000","192.168.81.139","192.168.81.2","64309","53","90","0x0000f7da","0","0","2bb0a7b2.ns2.ssltestdomain.xyz","1",,,,
"1797","0.048429000","192.168.81.2","192.168.81.139","53","64309","106","0x0000f7da","1","0","2bb0a7b2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1840","5.019786000","192.168.81.139","192.168.81.2","55986","53","90","0x00008de1","0","0","2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1841","0.017122000","192.168.81.2","192.168.81.139","53","55986","106","0x00008de1","1","0","2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.131",,,"0"
"1842","0.001543000","192.168.81.139","192.168.81.2","52819","53","104","0x00008631","0","0","api.07a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1846","1.027211000","192.168.81.139","192.168.81.2","52819","53","104","0x00008631","0","0","api.07a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1850","1.014345000","192.168.81.139","192.168.81.2","52819","53","104","0x00008631","0","0","api.07a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1851","0.003461000","192.168.81.2","192.168.81.139","53","52819","120","0x00008631","1","0","api.07a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.241",,,"0"
"1852","0.001469000","192.168.81.2","192.168.81.139","53","52819","120","0x00008631","1","0","api.07a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.241",,,"0"
"1853","0.000050000","192.168.81.139","192.168.81.2","60395","53","104","0x00000eba","0","0","api.17a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","16",,,,
"1860","1.023763000","192.168.81.139","192.168.81.2","60395","53","104","0x00000eba","0","0","api.17a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","16",,,,
"1861","0.005465000","192.168.81.2","192.168.81.139","53","60395","289","0x00000eba","1","0","api.17a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","16",,"VIf7oCQH4iqGL9Tp+HV5LWvUqAicfn8PqwWKjxHJgJN3M0rITtrP2EPVHiDdN6xJ1WptYcC1D8uAuhY0NLO9f3bbj0UPKdv3sIy9YXDoAGUO4yIAFbs8Vua47wqjJ6LTQjBULsbnW5ONTkWqCcpDhhNbN4MxjB5mbnQgQfZvQzk=","172","0"
"1862","0.004884000","192.168.81.139","192.168.81.2","50058","53","108","0x00000d0a","0","0","post.11a0.051187d.2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1863","0.004692000","192.168.81.2","192.168.81.139","53","52819","120","0x00008631","1","0","api.07a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.241",,,"0"
"1864","0.006007000","192.168.81.2","192.168.81.139","53","60395","289","0x00000eba","1","0","api.17a8a58d4.2bb0a7b2.ns1.ssltestdomain.xyz","16",,"VIf7oCQH4iqGL9Tp+HV5LWvUqAicfn8PqwWKjxHJgJN3M0rITtrP2EPVHiDdN6xJ1WptYcC1D8uAuhY0NLO9f3bbj0UPKdv3sIy9YXDoAGUO4yIAFbs8Vua47wqjJ6LTQjBULsbnW5ONTkWqCcpDhhNbN4MxjB5mbnQgQfZvQzk=","172","0"
"1869","0.438314000","192.168.81.2","192.168.81.139","53","50058","124","0x00000d0a","1","0","post.11a0.051187d.2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"1870","0.001119000","192.168.81.139","192.168.81.2","49430","53","275","0x000071eb","0","0","post.32a62966063dd4c60965a5d994677924c72f01cf4a319100efe89ba27.f3b3b4c3af04b5a6bf138c2ab6417b48f8d903d4363a64fc027d2af9.92f43594d1391350efbc384053b7a3467b8cfcaf20878dd81f50f16a.151187d.2bb0a7b2.ns1.ssltestdomain.xyz","1",,,,
"1874","0.504299000","192.168.81.2","192.168.81.139","53","49430","291","0x000071eb","1","0","post.32a62966063dd4c60965a5d994677924c72f01cf4a319100efe89ba27.f3b3b4c3af04b5a6bf138c2ab6417b48f8d903d4363a64fc027d2af9.92f43594d1391350efbc384053b7a3467b8cfcaf20878dd81f50f16a.151187d.2bb0a7b2.ns1.ssltestdomain.xyz","1","74.125.196.113",,,"0"
