frame.number,frame.time_delta_displayed,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len,dns.id,dns.flags.response,dns.flags.opcode,dns.qry.name,dns.qry.type,dns.a,dns.txt,dns.txt.length,dns.flags.rcode
"59","0.001140000","192.168.183.133","192.168.183.2","56315","53","277","0x0000098e","0","0","post.3117aa8e5e17819fffd220918cdf0d41e55c8a62a55832d055a9a8699.49c565d02b37f03c6186e27c7ab17d0fcaf9f793465cd7d0bb38b5e9.708562db3531acddcae2fe29b3d411a87dcbcb1eb2af3591654718b7.3714e26a0.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"60","0.052012000","192.168.183.2","192.168.183.133","53","56315","293","0x0000098e","1","0","post.3117aa8e5e17819fffd220918cdf0d41e55c8a62a55832d055a9a8699.49c565d02b37f03c6186e27c7ab17d0fcaf9f793465cd7d0bb38b5e9.708562db3531acddcae2fe29b3d411a87dcbcb1eb2af3591654718b7.3714e26a0.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"61","0.001075000","192.168.183.133","192.168.183.2","65101","53","277","0x00008691","0","0","post.367e49baa171f3bf6483fa75f6f5fbc2c335a0675823aca01417c862d.586c7e50ac1adf2cc2cd4e9504880d48215bab9889fdcb3fb771ef17.86cb6f0434ddc32374c69e26798d1b46df95f06739d08287da13c682.4714e26a0.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"62","0.121931000","192.168.183.2","192.168.183.133","53","65101","293","0x00008691","1","0","post.367e49baa171f3bf6483fa75f6f5fbc2c335a0675823aca01417c862d.586c7e50ac1adf2cc2cd4e9504880d48215bab9889fdcb3fb771ef17.86cb6f0434ddc32374c69e26798d1b46df95f06739d08287da13c682.4714e26a0.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"63","0.000976000","192.168.183.133","192.168.183.2","51693","53","277","0x0000f8c5","0","0","post.39c67904e1f9387a4e7697561a4f99bb455b8dadbc46559a48539d60f.f25ae5039df8eeb369b1b99acd18520814628f402146c60522e92a93.4d34e7bcfb4882c88e031072b2c14130d84eba7e6e7e26b74f047882.5714e26a0.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"64","0.051965000","192.168.183.2","192.168.183.133","53","51693","293","0x0000f8c5","1","0","post.39c67904e1f9387a4e7697561a4f99bb455b8dadbc46559a48539d60f.f25ae5039df8eeb369b1b99acd18520814628f402146c60522e92a93.4d34e7bcfb4882c88e031072b2c14130d84eba7e6e7e26b74f047882.5714e26a0.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"65","0.001145000","192.168.183.133","192.168.183.2","56854","53","277","0x00008d8d","0","0","post.3e0b6bf2bde753319a41587cb52efae16803fd6187409720fff87c70c.33550e9bf5aa2bf20e1ff15e132fea76d37945cf80177a3e21bb249b.30d8e742f662c0279494534549735b753b5eb4fb451ca17a6adb8e38.6714e26a0.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"66","0.055379000","192.168.183.2","192.168.183.133","53","56854","293","0x00008d8d","1","0","post.3e0b6bf2bde753319a41587cb52efae16803fd6187409720fff87c70c.33550e9bf5aa2bf20e1ff15e132fea76d37945cf80177a3e21bb249b.30d8e742f662c0279494534549735b753b5eb4fb451ca17a6adb8e38.6714e26a0.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"67","0.001512000","192.168.183.133","192.168.183.2","49512","53","188","0x00009e43","0","0","post.25c492313e145139f6bf7039a9ffb2d577294efe7.f8fd121a959b50107c157c58f659c5eed5a94fe3.7714e26a0.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"68","0.056957000","192.168.183.2","192.168.183.133","53","49512","204","0x00009e43","1","0","post.25c492313e145139f6bf7039a9ffb2d577294efe7.f8fd121a959b50107c157c58f659c5eed5a94fe3.7714e26a0.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"69","0.012358000","192.168.183.133","192.168.183.2","53577","53","110","0x000081c0","0","0","post.1220.019fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"70","0.215455000","192.168.183.2","192.168.183.133","53","53577","126","0x000081c0","1","0","post.1220.019fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"71","0.000673000","192.168.183.133","192.168.183.2","49736","53","277","0x0000abb8","0","0","post.3426666b2175d07d7e4d443101b8f6668ed6d8f9bf7290d2c1eb834b6.49843d4f7b4ab87d7650317f620b37c56e628930734e1c9e181daafb.707cd6497b97eab6e429a964f7dfb1858f8003edb24d80bee3c8f2aa.119fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"72","0.052270000","192.168.183.2","192.168.183.133","53","49736","293","0x0000abb8","1","0","post.3426666b2175d07d7e4d443101b8f6668ed6d8f9bf7290d2c1eb834b6.49843d4f7b4ab87d7650317f620b37c56e628930734e1c9e181daafb.707cd6497b97eab6e429a964f7dfb1858f8003edb24d80bee3c8f2aa.119fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"73","0.001042000","192.168.183.133","192.168.183.2","58979","53","277","0x0000e8fe","0","0","post.3e048b548adfd3162673604a4ca9034fb869f13c2e3f20fda88f1ddd4.7b51005b7a3dc0207d4f82ae5e0b7a4e4fc97415115dc17f87d92aac.c77d10d93e3fa2f81f9d247cb60af4237d92526ee95b55e9f76b8286.219fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"74","0.301939000","192.168.183.2","192.168.183.133","53","58979","293","0x0000e8fe","1","0","post.3e048b548adfd3162673604a4ca9034fb869f13c2e3f20fda88f1ddd4.7b51005b7a3dc0207d4f82ae5e0b7a4e4fc97415115dc17f87d92aac.c77d10d93e3fa2f81f9d247cb60af4237d92526ee95b55e9f76b8286.219fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"75","0.001040000","192.168.183.133","192.168.183.2","54523","53","277","0x000032f7","0","0","post.3f6a8dfcdaf2cba740b99e4f8ec823453a8cdcd94e1e08475ca3839c3.acaeaacc375662ceabd1dd2757eb463837b8259a0e019271b328e957.1f8fca68db974ce48dc23910b1b3de9d62c8f92d0a6000223f5c517f.319fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"76","0.053298000","192.168.183.2","192.168.183.133","53","54523","293","0x000032f7","1","0","post.3f6a8dfcdaf2cba740b99e4f8ec823453a8cdcd94e1e08475ca3839c3.acaeaacc375662ceabd1dd2757eb463837b8259a0e019271b328e957.1f8fca68db974ce48dc23910b1b3de9d62c8f92d0a6000223f5c517f.319fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
"77","0.002208000","192.168.183.133","192.168.183.2","55607","53","277","0x00001f81","0","0","post.3fc33807066235585764cd99ed55775016129bd62e7bbcccb0c3b7d6e.4b3b935bc1bddc3d7be50276d82885857078238b3cdbdc3a8c1dfcb6.211d8c4a4c35627eb517963633a30b922040d6659903f91eae2f8690.419fa3669.782f55f2.ns2.ssltestdomain.xyz","1",,,,
"78","0.058034000","192.168.183.2","192.168.183.133","53","55607","293","0x00001f81","1","0","post.3fc33807066235585764cd99ed55775016129bd62e7bbcccb0c3b7d6e.4b3b935bc1bddc3d7be50276d82885857078238b3cdbdc3a8c1dfcb6.211d8c4a4c35627eb517963633a30b922040d6659903f91eae2f8690.419fa3669.782f55f2.ns2.ssltestdomain.xyz","1","74.125.196.113",,,"0"
