frame.time_delta_displayed,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len,dns.flags.opcode,dns.qry.name,dns.qry.type,response.frame.len,dns.a,dns.txt,dns.txt.length,dns.flags.rcode
0.001124,192.168.81.139,192.168.81.2,60285,53,106,0,api.1da18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,Vmg/2oJMe5b77U8Rsz7coZjpufvW6jvbK27KgSD7RvJGFw7xWp8N8dYuqJGvZ9rlAwRC1NmEigHRDBvPw4FztUqF2CtfpmA+G2vA4TMM0jRp446+zkvNw9gkhLr2MFNNPvYaY5q2uZGm6E5P7R8xEYlp88jFEWCh7nO+6T4OXh5Ujg94ZsZxe4eFtZ1QeOwqjVJDCBrYoy2eAOpIdmaUOebqcl8HFfsll5G8i1q6jMCQ2vZCVHDEN3K5B+sQ,252.0,0.0
0.001327,192.168.81.139,192.168.81.2,51746,53,106,0,api.1db18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,26Gr1/fSTS3LRDmKWiLGI7976yax/dl0KGi0kl4n5ru5zUUaU5/+3/F20etb9CbbY6Bz/ZOKW1GgRnMC17NxMMLeQLdcaSV154/FJlPEZZ8YslPb9i9e1XNppRzBjbYHoHd1HPyYRcmVYDv1BLJZD34cM+f8365CoLz2rqbN1oCmEVDwh9WBOm0AMyVJi/JpsWLQl7f0JP2enru/JtQFzsJWTmp7dPIR6sGeulB8Gmz4gzM18jQY5+5thUZv,252.0,0.0
0.001327,192.168.81.139,192.168.81.2,51746,53,106,0,api.1db18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,26Gr1/fSTS3LRDmKWiLGI7976yax/dl0KGi0kl4n5ru5zUUaU5/+3/F20etb9CbbY6Bz/ZOKW1GgRnMC17NxMMLeQLdcaSV154/FJlPEZZ8YslPb9i9e1XNppRzBjbYHoHd1HPyYRcmVYDv1BLJZD34cM+f8365CoLz2rqbN1oCmEVDwh9WBOm0AMyVJi/JpsWLQl7f0JP2enru/JtQFzsJWTmp7dPIR6sGeulB8Gmz4gzM18jQY5+5thUZv,252.0,0.0
1.023336,192.168.81.139,192.168.81.2,51746,53,106,0,api.1db18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,26Gr1/fSTS3LRDmKWiLGI7976yax/dl0KGi0kl4n5ru5zUUaU5/+3/F20etb9CbbY6Bz/ZOKW1GgRnMC17NxMMLeQLdcaSV154/FJlPEZZ8YslPb9i9e1XNppRzBjbYHoHd1HPyYRcmVYDv1BLJZD34cM+f8365CoLz2rqbN1oCmEVDwh9WBOm0AMyVJi/JpsWLQl7f0JP2enru/JtQFzsJWTmp7dPIR6sGeulB8Gmz4gzM18jQY5+5thUZv,252.0,0.0
1.023336,192.168.81.139,192.168.81.2,51746,53,106,0,api.1db18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,26Gr1/fSTS3LRDmKWiLGI7976yax/dl0KGi0kl4n5ru5zUUaU5/+3/F20etb9CbbY6Bz/ZOKW1GgRnMC17NxMMLeQLdcaSV154/FJlPEZZ8YslPb9i9e1XNppRzBjbYHoHd1HPyYRcmVYDv1BLJZD34cM+f8365CoLz2rqbN1oCmEVDwh9WBOm0AMyVJi/JpsWLQl7f0JP2enru/JtQFzsJWTmp7dPIR6sGeulB8Gmz4gzM18jQY5+5thUZv,252.0,0.0
0.00102,192.168.81.139,192.168.81.2,50513,53,106,0,api.1dc18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,vAfN9HDjIuP1qUUbIORlco9NnAOgpB3GzHaOJiAzJzi6C6o522IPNowi1c1lhA/q5dGPdtccvX+Pfx/gHAEwf5Sp5e3QoPkAFgWF+B6lBq1BXvEFtl+x7fyyFyppMmTgu46/EWzfCG5EJbbRQG/SJk6iBchHmZJ+RRX/Id5qX1+jDucEfxcWVOdDBl3lHFnWBRZNSNJ5/oIYFHhY63MeH968k+1uIGKeMO1Ytsko4otauAi0/+n13uvCQX/Y,252.0,0.0
0.001529,192.168.81.139,192.168.81.2,63537,53,106,0,api.1dd18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,6EMV9VAfMQgwqdJ8RJtkjQqvIylLP2BG4FvKN7va1NosYLGKt9hWi8JTygqZRh5DlSg2JK9hezpyDGqLyPAqKaKTFJ92ECDqqp6gQmLYnzNjyuzDhOcFl0bn8aDhaL9R8rNX+3GbqCsmpjemeeyyJ/9pZ9uj8ee2xNpykod5yVIP1j1FtJ5shXwT3EdddRsm+FrUDWt7qebuAHmhk1XYkiRzK3ROfAlig5Fa6DJegyfZ3RjH6h1F+rYG/V81,252.0,0.0
0.001173,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
0.001173,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
0.001173,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
1.016131,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
1.016131,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
1.016131,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
1.01569,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
1.01569,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
1.01569,192.168.81.139,192.168.81.2,51860,53,106,0,api.1de18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,X16KI/AYYEE9YRN7PhyqMiTxjwrziVnWnV0GJJXRS6ENqXe9B8GxDLLXvfflVD2N2OLnrvEwSUC8o18dbKOCU/wkS7DNJirIs4alTuq0UTZne4LtQrO0jddYfxTMyjKzQeXxRAmeZiPrCAvpJxQVJnX8lVt1Wc7WrrM364FE09BIHSM8mG1qMjf8zLjBYYtWNceOVRy50FHphUGRkgSEH94KkrNwWc2nhjaJvoT0gNlp15Un4NUnLrNtWn/2,252.0,0.0
0.000872,192.168.81.139,192.168.81.2,51780,53,106,0,api.1df18474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,qAKc09BtjGyxL9+Thy734XdEnbK3t9+aXCSbk34+YDtvQN14UpaVIasoNvXXQY4b5wwb6ME6TU47RlErteUVBIjjZEyAFEVT65mH4PuAnJsuqVBRsOr8pr/0YhqMVoj+1tYL09TXev82ble3OsKDr9XhGgtY15Q+7zVFJ5Gg386mHlMmnYhP9WEDn2tLPWPfU4A04Eisch85oZlF1Oo3rvhZ+BmiMPry0beTYj8xsyDVAMt40K0A0Kv4LefR,252.0,0.0
0.001383,192.168.81.139,192.168.81.2,60675,53,106,0,api.1e018474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,1qNOn53IOnH9QKWQAdbuzGPjmrU//SspBTOGzXHNIgoOKv0LXtFwsL1tu9x399AyPg0yYPKuEy/eG1Kogu98Im6AIZXHiic1+rfbRXopRrkMh/YXCwSXtrXOcwRsxOTvTi677PQz7a9gKUHFwAxuJPX16ZP+WhYKI5JqAey/qbEyVt73F+HRRcXsxe108Rf22ADeuYKuXC+JmyxDuk8nPk6bkrOz+ZsH3X/Nff+W/sfVNbBRBkVH7CmQBmeJ,252.0,0.0
0.001343,192.168.81.139,192.168.81.2,60106,53,106,0,api.1e118474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,tPMaHaJOqGLZVLgg1lVouVmmVMRAlxBgiItJvqDGilGGkc6rm2talOB8O8XJwyigYNwOXdMCMHO7eCa56wiwQ+lfbVp2pB2CtHGYHmRiEuN/hW5GThHwNoNgBNmV1eLA2zFrAk18kOcaaIGU5+aJ+1SMxE1+M3R9wcjiAhAqR5kDGM4PxgYogg2WqCkX/l7eSt5f4QGS+CaTnPLMHmIzgEbuOvbMz9LV02olU2/SEuWfZ+3+6Q/zbyM4BWar,252.0,0.0
0.001343,192.168.81.139,192.168.81.2,60106,53,106,0,api.1e118474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,tPMaHaJOqGLZVLgg1lVouVmmVMRAlxBgiItJvqDGilGGkc6rm2talOB8O8XJwyigYNwOXdMCMHO7eCa56wiwQ+lfbVp2pB2CtHGYHmRiEuN/hW5GThHwNoNgBNmV1eLA2zFrAk18kOcaaIGU5+aJ+1SMxE1+M3R9wcjiAhAqR5kDGM4PxgYogg2WqCkX/l7eSt5f4QGS+CaTnPLMHmIzgEbuOvbMz9LV02olU2/SEuWfZ+3+6Q/zbyM4BWar,252.0,0.0
1.027861,192.168.81.139,192.168.81.2,60106,53,106,0,api.1e118474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,tPMaHaJOqGLZVLgg1lVouVmmVMRAlxBgiItJvqDGilGGkc6rm2talOB8O8XJwyigYNwOXdMCMHO7eCa56wiwQ+lfbVp2pB2CtHGYHmRiEuN/hW5GThHwNoNgBNmV1eLA2zFrAk18kOcaaIGU5+aJ+1SMxE1+M3R9wcjiAhAqR5kDGM4PxgYogg2WqCkX/l7eSt5f4QGS+CaTnPLMHmIzgEbuOvbMz9LV02olU2/SEuWfZ+3+6Q/zbyM4BWar,252.0,0.0
1.027861,192.168.81.139,192.168.81.2,60106,53,106,0,api.1e118474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,tPMaHaJOqGLZVLgg1lVouVmmVMRAlxBgiItJvqDGilGGkc6rm2talOB8O8XJwyigYNwOXdMCMHO7eCa56wiwQ+lfbVp2pB2CtHGYHmRiEuN/hW5GThHwNoNgBNmV1eLA2zFrAk18kOcaaIGU5+aJ+1SMxE1+M3R9wcjiAhAqR5kDGM4PxgYogg2WqCkX/l7eSt5f4QGS+CaTnPLMHmIzgEbuOvbMz9LV02olU2/SEuWfZ+3+6Q/zbyM4BWar,252.0,0.0
0.001387,192.168.81.139,192.168.81.2,64285,53,106,0,api.1e218474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,90w9pxnb8O+eesneQ67bcoovIAC8vUJE9oPndRObWdMjDYTmAhLjxX/HMZwIR/wac1ztvjGJt/dftN1BaFzdEX31R7IYTTM+7nXGNfMBYw9OsgOmGPyrD3oMUb21FpvbX23N7NQSUxUWkKLc6aFOvX7CYlvI9CYz6dussy3knQbbZoNtTZAvTujAiwIsub/AeTJq/+r0TE/Zfm2mIGxza/yuj3XJ5UmM+CM+XNjMNq/GuEtr25rNKBQHjix7,252.0,0.0
0.000843,192.168.81.139,192.168.81.2,60413,53,106,0,api.1e318474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,j0KSSL/HTsf+DrTl2kGalNSoe0Y9h/6mS/coaCdjGabxYoUh+1f/zoWFF/QFtbM7CnX7VjiFL45845QnQL0prG38q6BH3wAyizPXn1SqjVEZVKYGgcL/XnW0xVkm/3De7KvN/1VPqq7vbR2J1xkT3kd+WL48bnR7bjmdJwO/6N6VqK2m6KponqOlt5XI2vxfxQArG/a+1ah3siP1lzcNwCyfnvRiDRGh7v4WN0pCJUAaaXdj0NIOb2k3o2pJ,252.0,0.0
0.000843,192.168.81.139,192.168.81.2,60413,53,106,0,api.1e318474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,j0KSSL/HTsf+DrTl2kGalNSoe0Y9h/6mS/coaCdjGabxYoUh+1f/zoWFF/QFtbM7CnX7VjiFL45845QnQL0prG38q6BH3wAyizPXn1SqjVEZVKYGgcL/XnW0xVkm/3De7KvN/1VPqq7vbR2J1xkT3kd+WL48bnR7bjmdJwO/6N6VqK2m6KponqOlt5XI2vxfxQArG/a+1ah3siP1lzcNwCyfnvRiDRGh7v4WN0pCJUAaaXdj0NIOb2k3o2pJ,252.0,0.0
0.18449,192.168.81.139,192.168.81.2,60413,53,106,0,api.1e318474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,j0KSSL/HTsf+DrTl2kGalNSoe0Y9h/6mS/coaCdjGabxYoUh+1f/zoWFF/QFtbM7CnX7VjiFL45845QnQL0prG38q6BH3wAyizPXn1SqjVEZVKYGgcL/XnW0xVkm/3De7KvN/1VPqq7vbR2J1xkT3kd+WL48bnR7bjmdJwO/6N6VqK2m6KponqOlt5XI2vxfxQArG/a+1ah3siP1lzcNwCyfnvRiDRGh7v4WN0pCJUAaaXdj0NIOb2k3o2pJ,252.0,0.0
0.18449,192.168.81.139,192.168.81.2,60413,53,106,0,api.1e318474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,j0KSSL/HTsf+DrTl2kGalNSoe0Y9h/6mS/coaCdjGabxYoUh+1f/zoWFF/QFtbM7CnX7VjiFL45845QnQL0prG38q6BH3wAyizPXn1SqjVEZVKYGgcL/XnW0xVkm/3De7KvN/1VPqq7vbR2J1xkT3kd+WL48bnR7bjmdJwO/6N6VqK2m6KponqOlt5XI2vxfxQArG/a+1ah3siP1lzcNwCyfnvRiDRGh7v4WN0pCJUAaaXdj0NIOb2k3o2pJ,252.0,0.0
0.001367,192.168.81.139,192.168.81.2,55686,53,106,0,api.1e418474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,BJj9r1OB/hqZQSeRgfd1PuBNz3NsEmCSf+ZN7iGJNN/RQvpYHoFInOSe8xlTvPf3C1P+fNBUWDB++8cCIeLrbVb7Jp844nlFc4NOr8KUVROKjnFSyp2rW+EFd5ZasulT+hEL4sM52o+y4st0BmWK9Xu8DbJSHc7r/BwAmMbZEgzNrm8dwT3iEX/iN7qJnfwqtJNSqtW9+glu9m+xGVXYtntVt9XHFI+uOqg8hBiZya3vzGlsGB3qw143Lu4a,252.0,0.0
0.001297,192.168.81.139,192.168.81.2,56788,53,106,0,api.1e518474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,9003EL+qXnfGjqnqITL9CDvi9GEdvzCFzks1QdbAQfd88JI//xgpr8930G0hAe/zgP6Shvfq80z1RfxaGAkk2VcQsB6dWy84arUe7KKuz6N1/I5RNdD8fdQRUZEaJsdZPlgjrff7s+l23Ysd3OAps4rdrijCCKNmRPshMEAfUSW0MlUGrQeO1qoAdSKpkkOSNGvm56AZfEYWBjHss56+GL15/yePFDE19yD7a68VEFYokPhrokBr3g/BPmr1,252.0,0.0
0.001297,192.168.81.139,192.168.81.2,56788,53,106,0,api.1e518474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,9003EL+qXnfGjqnqITL9CDvi9GEdvzCFzks1QdbAQfd88JI//xgpr8930G0hAe/zgP6Shvfq80z1RfxaGAkk2VcQsB6dWy84arUe7KKuz6N1/I5RNdD8fdQRUZEaJsdZPlgjrff7s+l23Ysd3OAps4rdrijCCKNmRPshMEAfUSW0MlUGrQeO1qoAdSKpkkOSNGvm56AZfEYWBjHss56+GL15/yePFDE19yD7a68VEFYokPhrokBr3g/BPmr1,252.0,0.0
0.202747,192.168.81.139,192.168.81.2,56788,53,106,0,api.1e518474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,9003EL+qXnfGjqnqITL9CDvi9GEdvzCFzks1QdbAQfd88JI//xgpr8930G0hAe/zgP6Shvfq80z1RfxaGAkk2VcQsB6dWy84arUe7KKuz6N1/I5RNdD8fdQRUZEaJsdZPlgjrff7s+l23Ysd3OAps4rdrijCCKNmRPshMEAfUSW0MlUGrQeO1qoAdSKpkkOSNGvm56AZfEYWBjHss56+GL15/yePFDE19yD7a68VEFYokPhrokBr3g/BPmr1,252.0,0.0
0.202747,192.168.81.139,192.168.81.2,56788,53,106,0,api.1e518474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,9003EL+qXnfGjqnqITL9CDvi9GEdvzCFzks1QdbAQfd88JI//xgpr8930G0hAe/zgP6Shvfq80z1RfxaGAkk2VcQsB6dWy84arUe7KKuz6N1/I5RNdD8fdQRUZEaJsdZPlgjrff7s+l23Ysd3OAps4rdrijCCKNmRPshMEAfUSW0MlUGrQeO1qoAdSKpkkOSNGvm56AZfEYWBjHss56+GL15/yePFDE19yD7a68VEFYokPhrokBr3g/BPmr1,252.0,0.0
0.001433,192.168.81.139,192.168.81.2,60418,53,106,0,api.1e618474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,BuCv8AWDBEpGp9nthGeu1WYO8Hhl2OECZ5QgGpictRcCeefPWh1QMhAThp1ra/uWJRy8R0CungEinbUV9c4vdeUAYMLHBY21mjq9zHEHTrXn/fFJHc7jDUifcLYAg20L8hu2P+LVwAb1c17nMOKcWguivG7ViC6Ca4nBPqmOQr+AD+QfluQ/xG2XESnYcdARLTix0Q/1aXlWOrbWBusB2xKPwFhXC++MYzVcLqXGD1K1aaMNfmQteZgt7oUw,252.0,0.0
0.001433,192.168.81.139,192.168.81.2,60418,53,106,0,api.1e618474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,BuCv8AWDBEpGp9nthGeu1WYO8Hhl2OECZ5QgGpictRcCeefPWh1QMhAThp1ra/uWJRy8R0CungEinbUV9c4vdeUAYMLHBY21mjq9zHEHTrXn/fFJHc7jDUifcLYAg20L8hu2P+LVwAb1c17nMOKcWguivG7ViC6Ca4nBPqmOQr+AD+QfluQ/xG2XESnYcdARLTix0Q/1aXlWOrbWBusB2xKPwFhXC++MYzVcLqXGD1K1aaMNfmQteZgt7oUw,252.0,0.0
0.49635,192.168.81.139,192.168.81.2,60418,53,106,0,api.1e618474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,BuCv8AWDBEpGp9nthGeu1WYO8Hhl2OECZ5QgGpictRcCeefPWh1QMhAThp1ra/uWJRy8R0CungEinbUV9c4vdeUAYMLHBY21mjq9zHEHTrXn/fFJHc7jDUifcLYAg20L8hu2P+LVwAb1c17nMOKcWguivG7ViC6Ca4nBPqmOQr+AD+QfluQ/xG2XESnYcdARLTix0Q/1aXlWOrbWBusB2xKPwFhXC++MYzVcLqXGD1K1aaMNfmQteZgt7oUw,252.0,0.0
0.49635,192.168.81.139,192.168.81.2,60418,53,106,0,api.1e618474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,BuCv8AWDBEpGp9nthGeu1WYO8Hhl2OECZ5QgGpictRcCeefPWh1QMhAThp1ra/uWJRy8R0CungEinbUV9c4vdeUAYMLHBY21mjq9zHEHTrXn/fFJHc7jDUifcLYAg20L8hu2P+LVwAb1c17nMOKcWguivG7ViC6Ca4nBPqmOQr+AD+QfluQ/xG2XESnYcdARLTix0Q/1aXlWOrbWBusB2xKPwFhXC++MYzVcLqXGD1K1aaMNfmQteZgt7oUw,252.0,0.0
0.001117,192.168.81.139,192.168.81.2,60788,53,106,0,api.1e718474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,1BgJK7GdWvS8EGaZlmLTgzsyc42WZ9LMVm/8MSyqqe+e7XQKrfEl7rFjntUhUCCf+DNgfrCZM2SNf/e3wag3/akT/g/ypSAaXe4fdc/8aLzma9LaHh+LcFwzENVBmBvvj2CX9mgd0UitZEaGKnjdyX7Qlr4z447JtPJq4dpMo1cXq/1MJ7solmE0TgayALC5ubMdTcfDKlb1V/2vGILkCnEnCqRw/WI3KTTxwIfMvRwk9iHIoabPVEdtEGNq,252.0,0.0
0.001117,192.168.81.139,192.168.81.2,60788,53,106,0,api.1e718474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,1BgJK7GdWvS8EGaZlmLTgzsyc42WZ9LMVm/8MSyqqe+e7XQKrfEl7rFjntUhUCCf+DNgfrCZM2SNf/e3wag3/akT/g/ypSAaXe4fdc/8aLzma9LaHh+LcFwzENVBmBvvj2CX9mgd0UitZEaGKnjdyX7Qlr4z447JtPJq4dpMo1cXq/1MJ7solmE0TgayALC5ubMdTcfDKlb1V/2vGILkCnEnCqRw/WI3KTTxwIfMvRwk9iHIoabPVEdtEGNq,252.0,0.0
0.813986,192.168.81.139,192.168.81.2,60788,53,106,0,api.1e718474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,1BgJK7GdWvS8EGaZlmLTgzsyc42WZ9LMVm/8MSyqqe+e7XQKrfEl7rFjntUhUCCf+DNgfrCZM2SNf/e3wag3/akT/g/ypSAaXe4fdc/8aLzma9LaHh+LcFwzENVBmBvvj2CX9mgd0UitZEaGKnjdyX7Qlr4z447JtPJq4dpMo1cXq/1MJ7solmE0TgayALC5ubMdTcfDKlb1V/2vGILkCnEnCqRw/WI3KTTxwIfMvRwk9iHIoabPVEdtEGNq,252.0,0.0
0.813986,192.168.81.139,192.168.81.2,60788,53,106,0,api.1e718474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,1BgJK7GdWvS8EGaZlmLTgzsyc42WZ9LMVm/8MSyqqe+e7XQKrfEl7rFjntUhUCCf+DNgfrCZM2SNf/e3wag3/akT/g/ypSAaXe4fdc/8aLzma9LaHh+LcFwzENVBmBvvj2CX9mgd0UitZEaGKnjdyX7Qlr4z447JtPJq4dpMo1cXq/1MJ7solmE0TgayALC5ubMdTcfDKlb1V/2vGILkCnEnCqRw/WI3KTTxwIfMvRwk9iHIoabPVEdtEGNq,252.0,0.0
0.001698,192.168.81.139,192.168.81.2,53675,53,106,0,api.1e818474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,B3G58a1nhkUuVas08KokXPJkFWPOrXjpa80z0l8NVLe2pVQOGUXrrjM/YDk1Ox+skt5MIDV1tZ9TaJheha32foqipW3I+DoO7tWE0o9GvuXAFusoriSaCC0rXZJ9s2/32K3zmY49aahp67r6U5cmqALAxsR7q+QDtb5KY+wAnTAi/pIBiejPQqFEbiwseEwhBjbUn5GUli5xqEbmvek1kqIJ2LZnBmjAYsX38fuRHOFUPAvOuxSUAck9Jh79,252.0,0.0
0.001698,192.168.81.139,192.168.81.2,53675,53,106,0,api.1e818474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,B3G58a1nhkUuVas08KokXPJkFWPOrXjpa80z0l8NVLe2pVQOGUXrrjM/YDk1Ox+skt5MIDV1tZ9TaJheha32foqipW3I+DoO7tWE0o9GvuXAFusoriSaCC0rXZJ9s2/32K3zmY49aahp67r6U5cmqALAxsR7q+QDtb5KY+wAnTAi/pIBiejPQqFEbiwseEwhBjbUn5GUli5xqEbmvek1kqIJ2LZnBmjAYsX38fuRHOFUPAvOuxSUAck9Jh79,252.0,0.0
0.649416,192.168.81.139,192.168.81.2,53675,53,106,0,api.1e818474137.2bb0a7b2.ns1.ssltestdomain.xyz,TXT,371,,B3G58a1nhkUuVas08KokXPJkFWPOrXjpa80z0l8NVLe2pVQOGUXrrjM/YDk1Ox+skt5MIDV1tZ9TaJheha32foqipW3I+DoO7tWE0o9GvuXAFusoriSaCC0rXZJ9s2/32K3zmY49aahp67r6U5cmqALAxsR7q+QDtb5KY+wAnTAi/pIBiejPQqFEbiwseEwhBjbUn5GUli5xqEbmvek1kqIJ2LZnBmjAYsX38fuRHOFUPAvOuxSUAck9Jh79,252.0,0.0
